age,gender,primary_device,educational_to_recreational_ratio,health_impacts,urban_or_rural,age_group,usage_category,health_impact_level,daily_screen_time_min,screen_time_risk
15,Female,Laptop,0.45,None,Rural,11-15 yrs,Balanced,Moderate Risk,160,Slightly Over Limit
12,Male,Smartphone,0.39,Eye Strain,Urban,11-15 yrs,Mostly Recreational,High Risk,261,Excessive Usage
10,Male,Tablet,0.45,None,Rural,5-10 yrs,Balanced,Moderate Risk,0,Within Limit
17,Male,Smartphone,0.47,None,Urban,16-20 yrs,Balanced,Moderate Risk,307,Excessive Usage
18,Female,Laptop,0.33,Poor Sleep,Urban,16-20 yrs,Mostly Recreational,High Risk,211,Excessive Usage
8,Female,Tv,0.44,None,Urban,5-10 yrs,Balanced,Moderate Risk,136,Slightly Over Limit
10,Female,Tablet,0.58,None,Urban,5-10 yrs,Mostly Educational,Low Risk,0,Within Limit
16,Male,Smartphone,0.48,None,Rural,16-20 yrs,Balanced,Moderate Risk,193,Slightly Over Limit
12,Female,Smartphone,0.4,"Anxiety, Obesity Risk",Urban,11-15 yrs,Balanced,Moderate Risk,207,Excessive Usage
17,Male,Laptop,0.47,Poor Sleep,Urban,16-20 yrs,Balanced,Moderate Risk,195,Slightly Over Limit
9,Male,Smartphone,0.59,"Poor Sleep, Anxiety",Rural,5-10 yrs,Mostly Educational,Low Risk,464,Excessive Usage
14,Male,Smartphone,0.37,Poor Sleep,Urban,11-15 yrs,Mostly Recreational,High Risk,215,Excessive Usage
9,Male,Smartphone,0.43,"Poor Sleep, Anxiety",Urban,5-10 yrs,Balanced,Moderate Risk,211,Excessive Usage
11,Female,Smartphone,0.3,Poor Sleep,Urban,11-15 yrs,Mostly Recreational,High Risk,224,Excessive Usage
14,Male,Smartphone,0.37,"Poor Sleep, Eye Strain",Urban,11-15 yrs,Mostly Recreational,High Risk,328,Excessive Usage
11,Female,Laptop,0.39,None,Rural,11-15 yrs,Mostly Recreational,High Risk,222,Excessive Usage
14,Male,Smartphone,0.47,None,Urban,11-15 yrs,Balanced,Moderate Risk,125,Slightly Over Limit
14,Female,Laptop,0.42,None,Urban,11-15 yrs,Balanced,Moderate Risk,173,Slightly Over Limit
8,Female,Smartphone,0.4,Poor Sleep,Rural,5-10 yrs,Balanced,Moderate Risk,560,Excessive Usage
13,Male,Laptop,0.5,"Poor Sleep, Anxiety",Urban,11-15 yrs,Mostly Educational,Low Risk,236,Excessive Usage
16,Female,Tv,0.35,Eye Strain,Urban,16-20 yrs,Mostly Recreational,High Risk,301,Excessive Usage
9,Male,Tablet,0.57,"Poor Sleep, Obesity Risk",Urban,5-10 yrs,Mostly Educational,Low Risk,236,Excessive Usage
10,Female,Tv,0.57,"Poor Sleep, Eye Strain",Urban,5-10 yrs,Mostly Educational,Low Risk,277,Excessive Usage
17,Male,Smartphone,0.37,Eye Strain,Urban,16-20 yrs,Mostly Recreational,High Risk,250,Excessive Usage
12,Female,Smartphone,0.31,"Poor Sleep, Eye Strain, Anxiety",Urban,11-15 yrs,Mostly Recreational,High Risk,200,Excessive Usage
16,Female,Smartphone,0.47,"Poor Sleep, Eye Strain",Rural,16-20 yrs,Balanced,Moderate Risk,212,Excessive Usage
11,Male,Smartphone,0.5,Poor Sleep,Urban,11-15 yrs,Mostly Educational,Low Risk,249,Excessive Usage
8,Female,Tv,0.59,None,Urban,5-10 yrs,Mostly Educational,Low Risk,110,Slightly Over Limit
11,Female,Smartphone,0.48,None,Urban,11-15 yrs,Balanced,Moderate Risk,308,Excessive Usage
13,Female,Tablet,0.45,"Poor Sleep, Anxiety",Rural,11-15 yrs,Balanced,Moderate Risk,423,Excessive Usage
12,Female,Smartphone,0.38,Eye Strain,Urban,11-15 yrs,Mostly Recreational,High Risk,344,Excessive Usage
8,Male,Smartphone,0.59,Poor Sleep,Urban,5-10 yrs,Mostly Educational,Low Risk,419,Excessive Usage
11,Male,Laptop,0.38,Poor Sleep,Urban,11-15 yrs,Mostly Recreational,High Risk,319,Excessive Usage
13,Male,Laptop,0.33,Anxiety,Urban,11-15 yrs,Mostly Recreational,High Risk,260,Excessive Usage
17,Male,Smartphone,0.41,Poor Sleep,Rural,16-20 yrs,Balanced,Moderate Risk,238,Excessive Usage
17,Female,Smartphone,0.49,"Poor Sleep, Eye Strain",Rural,16-20 yrs,Balanced,Moderate Risk,429,Excessive Usage
11,Female,Smartphone,0.46,Poor Sleep,Urban,11-15 yrs,Balanced,Moderate Risk,276,Excessive Usage
16,Male,Smartphone,0.47,Poor Sleep,Urban,16-20 yrs,Balanced,Moderate Risk,194,Slightly Over Limit
12,Female,Smartphone,0.39,None,Urban,11-15 yrs,Mostly Recreational,High Risk,298,Excessive Usage
15,Male,Tv,0.41,None,Urban,11-15 yrs,Balanced,Moderate Risk,194,Excessive Usage
16,Male,Tablet,0.36,"Poor Sleep, Eye Strain",Urban,16-20 yrs,Mostly Recreational,High Risk,274,Excessive Usage
17,Female,Smartphone,0.31,Anxiety,Urban,16-20 yrs,Mostly Recreational,High Risk,407,Excessive Usage
12,Female,Smartphone,0.48,"Poor Sleep, Eye Strain",Urban,11-15 yrs,Balanced,Moderate Risk,336,Excessive Usage
13,Female,Smartphone,0.46,"Poor Sleep, Eye Strain",Urban,11-15 yrs,Balanced,Moderate Risk,291,Excessive Usage
8,Female,Tv,0.43,None,Rural,5-10 yrs,Balanced,Moderate Risk,409,Excessive Usage
18,Female,Laptop,0.42,Eye Strain,Urban,16-20 yrs,Balanced,Moderate Risk,283,Excessive Usage
14,Male,Tablet,0.44,"Eye Strain, Obesity Risk",Rural,11-15 yrs,Balanced,Moderate Risk,268,Excessive Usage
11,Female,Tv,0.45,None,Rural,11-15 yrs,Balanced,Moderate Risk,141,Slightly Over Limit
18,Female,Tv,0.45,None,Urban,16-20 yrs,Balanced,Moderate Risk,154,Slightly Over Limit
9,Male,Tablet,0.57,"Poor Sleep, Eye Strain, Obesity Risk",Urban,5-10 yrs,Mostly Educational,Low Risk,422,Excessive Usage
12,Male,Tablet,0.5,Poor Sleep,Urban,11-15 yrs,Mostly Educational,Low Risk,281,Excessive Usage
10,Male,Tv,0.46,Poor Sleep,Urban,5-10 yrs,Balanced,Moderate Risk,461,Excessive Usage
13,Male,Smartphone,0.35,"Poor Sleep, Anxiety",Urban,11-15 yrs,Mostly Recreational,High Risk,293,Excessive Usage
15,Female,Tablet,0.35,"Poor Sleep, Eye Strain, Obesity Risk",Rural,11-15 yrs,Mostly Recreational,High Risk,400,Excessive Usage
14,Female,Smartphone,0.4,Eye Strain,Urban,11-15 yrs,Balanced,Moderate Risk,200,Excessive Usage
10,Female,Tablet,0.51,None,Urban,5-10 yrs,Mostly Educational,Low Risk,38,Within Limit
15,Female,Tablet,0.32,Poor Sleep,Urban,11-15 yrs,Mostly Recreational,High Risk,185,Excessive Usage
9,Male,Tv,0.46,"Poor Sleep, Anxiety, Obesity Risk",Urban,5-10 yrs,Balanced,Moderate Risk,436,Excessive Usage
17,Female,Tv,0.4,Poor Sleep,Urban,16-20 yrs,Balanced,Moderate Risk,214,Excessive Usage
16,Male,Tv,0.39,"Poor Sleep, Eye Strain, Anxiety",Urban,16-20 yrs,Mostly Recreational,High Risk,385,Excessive Usage
11,Male,Smartphone,0.49,"Poor Sleep, Obesity Risk",Urban,11-15 yrs,Balanced,Moderate Risk,285,Excessive Usage
8,Female,Tablet,0.44,None,Urban,5-10 yrs,Balanced,Moderate Risk,81,Within Limit
15,Female,Laptop,0.36,"Poor Sleep, Anxiety",Urban,11-15 yrs,Mostly Recreational,High Risk,365,Excessive Usage
14,Female,Smartphone,0.3,Obesity Risk,Urban,11-15 yrs,Mostly Recreational,High Risk,229,Excessive Usage
18,Male,Tv,0.42,Poor Sleep,Urban,16-20 yrs,Balanced,Moderate Risk,242,Excessive Usage
12,Male,Smartphone,0.42,"Poor Sleep, Anxiety",Urban,11-15 yrs,Balanced,Moderate Risk,295,Excessive Usage
17,Female,Tv,0.4,"Poor Sleep, Eye Strain, Anxiety, Obesity Risk",Urban,16-20 yrs,Balanced,Moderate Risk,286,Excessive Usage
12,Male,Smartphone,0.41,"Poor Sleep, Eye Strain",Urban,11-15 yrs,Balanced,Moderate Risk,272,Excessive Usage
14,Female,Smartphone,0.31,Poor Sleep,Rural,11-15 yrs,Mostly Recreational,High Risk,388,Excessive Usage
12,Male,Smartphone,0.4,None,Urban,11-15 yrs,Balanced,Moderate Risk,274,Excessive Usage
15,Male,Tv,0.31,"Poor Sleep, Anxiety",Urban,11-15 yrs,Mostly Recreational,High Risk,380,Excessive Usage
18,Male,Laptop,0.35,Poor Sleep,Urban,16-20 yrs,Mostly Recreational,High Risk,269,Excessive Usage
13,Female,Tv,0.36,None,Urban,11-15 yrs,Mostly Recreational,High Risk,143,Slightly Over Limit
12,Male,Tablet,0.36,"Poor Sleep, Eye Strain",Urban,11-15 yrs,Mostly Recreational,High Risk,320,Excessive Usage
16,Male,Smartphone,0.33,None,Urban,16-20 yrs,Mostly Recreational,High Risk,357,Excessive Usage
18,Female,Tv,0.47,Anxiety,Rural,16-20 yrs,Balanced,Moderate Risk,314,Excessive Usage
9,Female,Smartphone,0.55,None,Urban,5-10 yrs,Mostly Educational,Low Risk,395,Excessive Usage
8,Male,Tablet,0.58,"Poor Sleep, Eye Strain",Urban,5-10 yrs,Mostly Educational,Low Risk,285,Excessive Usage
15,Female,Tablet,0.43,Poor Sleep,Urban,11-15 yrs,Balanced,Moderate Risk,371,Excessive Usage
10,Male,Smartphone,0.4,Poor Sleep,Urban,5-10 yrs,Balanced,Moderate Risk,334,Excessive Usage
18,Female,Laptop,0.36,None,Urban,16-20 yrs,Mostly Recreational,High Risk,254,Excessive Usage
14,Male,Smartphone,0.38,"Poor Sleep, Obesity Risk",Urban,11-15 yrs,Mostly Recreational,High Risk,356,Excessive Usage
17,Male,Smartphone,0.36,None,Rural,16-20 yrs,Mostly Recreational,High Risk,284,Excessive Usage
18,Male,Smartphone,0.3,None,Urban,16-20 yrs,Mostly Recreational,High Risk,461,Excessive Usage
15,Female,Smartphone,0.49,Poor Sleep,Rural,11-15 yrs,Balanced,Moderate Risk,221,Excessive Usage
13,Male,Smartphone,0.36,None,Urban,11-15 yrs,Mostly Recreational,High Risk,39,Within Limit
17,Female,Smartphone,0.48,Anxiety,Urban,16-20 yrs,Balanced,Moderate Risk,239,Excessive Usage
16,Male,Tv,0.48,"Poor Sleep, Anxiety, Obesity Risk",Rural,16-20 yrs,Balanced,Moderate Risk,287,Excessive Usage
14,Male,Smartphone,0.47,Poor Sleep,Urban,11-15 yrs,Balanced,Moderate Risk,403,Excessive Usage
17,Female,Laptop,0.45,None,Rural,16-20 yrs,Balanced,Moderate Risk,83,Within Limit
12,Male,Laptop,0.37,"Eye Strain, Obesity Risk",Urban,11-15 yrs,Mostly Recreational,High Risk,307,Excessive Usage
15,Male,Smartphone,0.35,"Poor Sleep, Anxiety, Obesity Risk",Urban,11-15 yrs,Mostly Recreational,High Risk,193,Excessive Usage
9,Female,Tablet,0.51,Poor Sleep,Rural,5-10 yrs,Mostly Educational,Low Risk,278,Excessive Usage
14,Female,Smartphone,0.42,None,Urban,11-15 yrs,Balanced,Moderate Risk,209,Excessive Usage
11,Female,Smartphone,0.31,"Poor Sleep, Eye Strain",Rural,11-15 yrs,Mostly Recreational,High Risk,245,Excessive Usage
16,Female,Smartphone,0.35,None,Urban,16-20 yrs,Mostly Recreational,High Risk,341,Excessive Usage
8,Male,Tv,0.54,None,Urban,5-10 yrs,Mostly Educational,Low Risk,176,Excessive Usage
14,Female,Tv,0.38,"Poor Sleep, Anxiety",Urban,11-15 yrs,Mostly Recreational,High Risk,300,Excessive Usage
13,Female,Smartphone,0.36,Poor Sleep,Urban,11-15 yrs,Mostly Recreational,High Risk,281,Excessive Usage
15,Male,Smartphone,0.43,"Eye Strain, Obesity Risk",Urban,11-15 yrs,Balanced,Moderate Risk,390,Excessive Usage
12,Female,Laptop,0.38,Poor Sleep,Urban,11-15 yrs,Mostly Recreational,High Risk,353,Excessive Usage
8,Female,Smartphone,0.59,None,Urban,5-10 yrs,Mostly Educational,Low Risk,397,Excessive Usage
8,Female,Tv,0.48,None,Rural,5-10 yrs,Balanced,Moderate Risk,94,Slightly Over Limit
16,Male,Tv,0.48,None,Urban,16-20 yrs,Balanced,Moderate Risk,271,Excessive Usage
17,Female,Smartphone,0.33,Eye Strain,Urban,16-20 yrs,Mostly Recreational,High Risk,376,Excessive Usage
13,Female,Tablet,0.41,None,Rural,11-15 yrs,Balanced,Moderate Risk,101,Within Limit
17,Male,Tv,0.47,"Poor Sleep, Anxiety",Urban,16-20 yrs,Balanced,Moderate Risk,259,Excessive Usage
12,Male,Laptop,0.32,Poor Sleep,Urban,11-15 yrs,Mostly Recreational,High Risk,288,Excessive Usage
8,Female,Smartphone,0.43,Poor Sleep,Urban,5-10 yrs,Balanced,Moderate Risk,249,Excessive Usage
13,Male,Laptop,0.38,"Eye Strain, Anxiety",Urban,11-15 yrs,Mostly Recreational,High Risk,192,Excessive Usage
13,Female,Tv,0.36,None,Rural,11-15 yrs,Mostly Recreational,High Risk,176,Slightly Over Limit
10,Male,Tv,0.49,None,Urban,5-10 yrs,Balanced,Moderate Risk,118,Slightly Over Limit
15,Male,Smartphone,0.36,"Poor Sleep, Eye Strain",Rural,11-15 yrs,Mostly Recreational,High Risk,216,Excessive Usage
8,Male,Tv,0.52,None,Urban,5-10 yrs,Mostly Educational,Low Risk,443,Excessive Usage
8,Female,Smartphone,0.47,None,Rural,5-10 yrs,Balanced,Moderate Risk,130,Slightly Over Limit
13,Female,Tv,0.38,"Poor Sleep, Anxiety",Rural,11-15 yrs,Mostly Recreational,High Risk,337,Excessive Usage
17,Female,Tv,0.31,"Eye Strain, Obesity Risk",Urban,16-20 yrs,Mostly Recreational,High Risk,378,Excessive Usage
8,Male,Smartphone,0.44,None,Urban,5-10 yrs,Balanced,Moderate Risk,141,Slightly Over Limit
13,Male,Tablet,0.35,Poor Sleep,Rural,11-15 yrs,Mostly Recreational,High Risk,265,Excessive Usage
8,Male,Tablet,0.41,"Poor Sleep, Anxiety",Urban,5-10 yrs,Balanced,Moderate Risk,511,Excessive Usage
13,Female,Tv,0.35,Poor Sleep,Urban,11-15 yrs,Mostly Recreational,High Risk,255,Excessive Usage
10,Female,Smartphone,0.52,None,Urban,5-10 yrs,Mostly Educational,Low Risk,114,Slightly Over Limit
15,Male,Tablet,0.45,Poor Sleep,Urban,11-15 yrs,Balanced,Moderate Risk,259,Excessive Usage
13,Male,Tv,0.36,None,Urban,11-15 yrs,Mostly Recreational,High Risk,164,Slightly Over Limit
18,Male,Smartphone,0.31,"Poor Sleep, Eye Strain, Anxiety",Urban,16-20 yrs,Mostly Recreational,High Risk,392,Excessive Usage
8,Female,Smartphone,0.54,"Eye Strain, Obesity Risk",Urban,5-10 yrs,Mostly Educational,Low Risk,564,Excessive Usage
12,Male,Tv,0.39,"Poor Sleep, Anxiety",Rural,11-15 yrs,Mostly Recreational,High Risk,293,Excessive Usage
15,Male,Tv,0.47,"Poor Sleep, Anxiety",Urban,11-15 yrs,Balanced,Moderate Risk,380,Excessive Usage
10,Male,Tablet,0.51,None,Rural,5-10 yrs,Mostly Educational,Low Risk,0,Within Limit
13,Male,Smartphone,0.43,None,Urban,11-15 yrs,Balanced,Moderate Risk,294,Excessive Usage
12,Male,Smartphone,0.46,None,Urban,11-15 yrs,Balanced,Moderate Risk,373,Excessive Usage
13,Female,Smartphone,0.41,Anxiety,Urban,11-15 yrs,Balanced,Moderate Risk,282,Excessive Usage
17,Male,Laptop,0.31,"Poor Sleep, Obesity Risk",Urban,16-20 yrs,Mostly Recreational,High Risk,235,Excessive Usage
8,Male,Tablet,0.42,None,Rural,5-10 yrs,Balanced,Moderate Risk,124,Slightly Over Limit
14,Female,Smartphone,0.33,"Poor Sleep, Eye Strain",Urban,11-15 yrs,Mostly Recreational,High Risk,250,Excessive Usage
16,Male,Smartphone,0.45,Poor Sleep,Urban,16-20 yrs,Balanced,Moderate Risk,377,Excessive Usage
9,Male,Smartphone,0.46,Poor Sleep,Rural,5-10 yrs,Balanced,Moderate Risk,367,Excessive Usage
17,Female,Tv,0.46,None,Urban,16-20 yrs,Balanced,Moderate Risk,321,Excessive Usage
12,Female,Smartphone,0.49,Poor Sleep,Rural,11-15 yrs,Balanced,Moderate Risk,206,Excessive Usage
17,Male,Tv,0.45,"Poor Sleep, Eye Strain",Urban,16-20 yrs,Balanced,Moderate Risk,255,Excessive Usage
11,Male,Tablet,0.5,Poor Sleep,Urban,11-15 yrs,Mostly Educational,Low Risk,403,Excessive Usage
13,Male,Tablet,0.48,Poor Sleep,Urban,11-15 yrs,Balanced,Moderate Risk,403,Excessive Usage
13,Female,Tablet,0.4,"Poor Sleep, Eye Strain",Urban,11-15 yrs,Balanced,Moderate Risk,242,Excessive Usage
18,Male,Smartphone,0.4,"Poor Sleep, Eye Strain, Anxiety",Rural,16-20 yrs,Balanced,Moderate Risk,421,Excessive Usage
9,Male,Tablet,0.5,None,Urban,5-10 yrs,Mostly Educational,Low Risk,414,Excessive Usage
9,Male,Tablet,0.47,None,Rural,5-10 yrs,Balanced,Moderate Risk,268,Excessive Usage
11,Male,Smartphone,0.39,Poor Sleep,Urban,11-15 yrs,Mostly Recreational,High Risk,262,Excessive Usage
8,Female,Smartphone,0.5,"Poor Sleep, Eye Strain, Anxiety",Rural,5-10 yrs,Mostly Educational,Low Risk,189,Excessive Usage
16,Male,Laptop,0.33,Poor Sleep,Rural,16-20 yrs,Mostly Recreational,High Risk,208,Slightly Over Limit
14,Male,Smartphone,0.38,Poor Sleep,Urban,11-15 yrs,Mostly Recreational,High Risk,282,Excessive Usage
14,Female,Smartphone,0.45,"Poor Sleep, Eye Strain, Obesity Risk",Rural,11-15 yrs,Balanced,Moderate Risk,265,Excessive Usage
10,Male,Smartphone,0.54,"Poor Sleep, Eye Strain",Urban,5-10 yrs,Mostly Educational,Low Risk,275,Excessive Usage
18,Female,Tablet,0.35,Poor Sleep,Urban,16-20 yrs,Mostly Recreational,High Risk,329,Excessive Usage
10,Female,Smartphone,0.45,"Poor Sleep, Eye Strain",Urban,5-10 yrs,Balanced,Moderate Risk,362,Excessive Usage
10,Male,Tv,0.56,None,Urban,5-10 yrs,Mostly Educational,Low Risk,550,Excessive Usage
10,Female,Smartphone,0.59,"Eye Strain, Anxiety",Urban,5-10 yrs,Mostly Educational,Low Risk,263,Excessive Usage
11,Female,Laptop,0.32,None,Urban,11-15 yrs,Mostly Recreational,High Risk,265,Excessive Usage
11,Male,Smartphone,0.36,"Poor Sleep, Eye Strain, Anxiety",Rural,11-15 yrs,Mostly Recreational,High Risk,214,Excessive Usage
10,Female,Tv,0.4,"Poor Sleep, Obesity Risk",Urban,5-10 yrs,Balanced,Moderate Risk,302,Excessive Usage
17,Male,Tv,0.34,None,Urban,16-20 yrs,Mostly Recreational,High Risk,295,Excessive Usage
15,Male,Tv,0.34,"Anxiety, Obesity Risk",Urban,11-15 yrs,Mostly Recreational,High Risk,219,Excessive Usage
15,Female,Smartphone,0.44,Eye Strain,Rural,11-15 yrs,Balanced,Moderate Risk,216,Excessive Usage
8,Female,Tv,0.43,None,Urban,5-10 yrs,Balanced,Moderate Risk,296,Excessive Usage
14,Male,Smartphone,0.4,Poor Sleep,Urban,11-15 yrs,Balanced,Moderate Risk,335,Excessive Usage
18,Male,Smartphone,0.34,"Poor Sleep, Eye Strain",Urban,16-20 yrs,Mostly Recreational,High Risk,245,Excessive Usage
9,Male,Smartphone,0.51,Anxiety,Urban,5-10 yrs,Mostly Educational,Low Risk,268,Excessive Usage
8,Male,Tablet,0.5,None,Urban,5-10 yrs,Mostly Educational,Low Risk,473,Excessive Usage
10,Male,Tv,0.5,"Poor Sleep, Anxiety",Rural,5-10 yrs,Mostly Educational,Low Risk,409,Excessive Usage
11,Female,Tv,0.44,Poor Sleep,Urban,11-15 yrs,Balanced,Moderate Risk,233,Excessive Usage
13,Male,Tv,0.47,None,Urban,11-15 yrs,Balanced,Moderate Risk,362,Excessive Usage
17,Male,Laptop,0.41,"Poor Sleep, Eye Strain",Rural,16-20 yrs,Balanced,Moderate Risk,294,Excessive Usage
12,Female,Smartphone,0.41,"Poor Sleep, Obesity Risk",Urban,11-15 yrs,Balanced,Moderate Risk,300,Excessive Usage
11,Male,Smartphone,0.39,Obesity Risk,Urban,11-15 yrs,Mostly Recreational,High Risk,348,Excessive Usage
15,Female,Laptop,0.32,None,Rural,11-15 yrs,Mostly Recreational,High Risk,281,Excessive Usage
18,Male,Tv,0.38,Poor Sleep,Urban,16-20 yrs,Mostly Recreational,High Risk,349,Excessive Usage
11,Female,Smartphone,0.44,Poor Sleep,Rural,11-15 yrs,Balanced,Moderate Risk,193,Excessive Usage
17,Male,Laptop,0.43,"Poor Sleep, Anxiety, Obesity Risk",Rural,16-20 yrs,Balanced,Moderate Risk,375,Excessive Usage
9,Female,Smartphone,0.43,Poor Sleep,Rural,5-10 yrs,Balanced,Moderate Risk,392,Excessive Usage
10,Male,Smartphone,0.49,"Poor Sleep, Anxiety",Urban,5-10 yrs,Balanced,Moderate Risk,236,Excessive Usage
13,Female,Tv,0.48,None,Urban,11-15 yrs,Balanced,Moderate Risk,131,Slightly Over Limit
15,Female,Smartphone,0.35,"Poor Sleep, Anxiety",Rural,11-15 yrs,Mostly Recreational,High Risk,299,Excessive Usage
15,Female,Tv,0.35,None,Rural,11-15 yrs,Mostly Recreational,High Risk,148,Slightly Over Limit
18,Female,Smartphone,0.4,"Poor Sleep, Anxiety",Urban,16-20 yrs,Balanced,Moderate Risk,218,Excessive Usage
16,Male,Smartphone,0.46,Eye Strain,Rural,16-20 yrs,Balanced,Moderate Risk,247,Excessive Usage
14,Male,Smartphone,0.4,Poor Sleep,Rural,11-15 yrs,Balanced,Moderate Risk,309,Excessive Usage
9,Male,Smartphone,0.48,None,Urban,5-10 yrs,Balanced,Moderate Risk,68,Within Limit
15,Female,Smartphone,0.4,"Poor Sleep, Anxiety, Obesity Risk",Urban,11-15 yrs,Balanced,Moderate Risk,227,Excessive Usage
14,Female,Smartphone,0.34,Eye Strain,Urban,11-15 yrs,Mostly Recreational,High Risk,373,Excessive Usage
15,Male,Tv,0.47,None,Urban,11-15 yrs,Balanced,Moderate Risk,304,Excessive Usage
10,Female,Tv,0.59,None,Urban,5-10 yrs,Mostly Educational,Low Risk,0,Within Limit
14,Female,Smartphone,0.44,Poor Sleep,Urban,11-15 yrs,Balanced,Moderate Risk,197,Excessive Usage
17,Male,Tv,0.33,"Poor Sleep, Anxiety",Urban,16-20 yrs,Mostly Recreational,High Risk,331,Excessive Usage
16,Male,Smartphone,0.41,Anxiety,Urban,16-20 yrs,Balanced,Moderate Risk,335,Excessive Usage
10,Female,Smartphone,0.51,None,Urban,5-10 yrs,Mostly Educational,Low Risk,0,Within Limit
17,Female,Laptop,0.33,Poor Sleep,Rural,16-20 yrs,Mostly Recreational,High Risk,286,Excessive Usage
13,Female,Smartphone,0.44,"Poor Sleep, Eye Strain",Urban,11-15 yrs,Balanced,Moderate Risk,206,Excessive Usage
9,Male,Tablet,0.52,"Poor Sleep, Eye Strain",Urban,5-10 yrs,Mostly Educational,Low Risk,418,Excessive Usage
9,Female,Tv,0.52,None,Urban,5-10 yrs,Mostly Educational,Low Risk,239,Excessive Usage
12,Female,Laptop,0.41,None,Urban,11-15 yrs,Balanced,Moderate Risk,211,Excessive Usage
12,Female,Smartphone,0.4,None,Rural,11-15 yrs,Balanced,Moderate Risk,353,Excessive Usage
14,Female,Laptop,0.39,"Poor Sleep, Eye Strain",Urban,11-15 yrs,Mostly Recreational,High Risk,295,Excessive Usage
9,Male,Smartphone,0.5,Poor Sleep,Urban,5-10 yrs,Mostly Educational,Low Risk,363,Excessive Usage
18,Male,Tv,0.4,Poor Sleep,Urban,16-20 yrs,Balanced,Moderate Risk,231,Excessive Usage
14,Male,Laptop,0.46,None,Urban,11-15 yrs,Balanced,Moderate Risk,365,Excessive Usage
12,Male,Laptop,0.42,"Poor Sleep, Anxiety",Urban,11-15 yrs,Balanced,Moderate Risk,278,Excessive Usage
13,Female,Smartphone,0.32,Poor Sleep,Rural,11-15 yrs,Mostly Recreational,High Risk,268,Excessive Usage
15,Female,Tv,0.47,None,Rural,11-15 yrs,Balanced,Moderate Risk,336,Excessive Usage
17,Male,Smartphone,0.4,"Poor Sleep, Eye Strain",Rural,16-20 yrs,Balanced,Moderate Risk,243,Excessive Usage
11,Female,Smartphone,0.33,"Poor Sleep, Obesity Risk",Urban,11-15 yrs,Mostly Recreational,High Risk,382,Excessive Usage
14,Male,Tv,0.37,"Poor Sleep, Eye Strain",Urban,11-15 yrs,Mostly Recreational,High Risk,257,Excessive Usage
13,Male,Smartphone,0.49,Poor Sleep,Urban,11-15 yrs,Balanced,Moderate Risk,281,Excessive Usage
17,Female,Smartphone,0.34,Eye Strain,Urban,16-20 yrs,Mostly Recreational,High Risk,241,Excessive Usage
9,Female,Smartphone,0.47,Poor Sleep,Urban,5-10 yrs,Balanced,Moderate Risk,323,Excessive Usage
15,Male,Smartphone,0.38,Obesity Risk,Rural,11-15 yrs,Mostly Recreational,High Risk,285,Excessive Usage
17,Male,Tablet,0.41,"Poor Sleep, Eye Strain",Urban,16-20 yrs,Balanced,Moderate Risk,253,Excessive Usage
16,Female,Laptop,0.43,"Poor Sleep, Eye Strain, Anxiety",Urban,16-20 yrs,Balanced,Moderate Risk,258,Excessive Usage
12,Male,Tv,0.41,Poor Sleep,Urban,11-15 yrs,Balanced,Moderate Risk,254,Excessive Usage
17,Male,Smartphone,0.32,None,Urban,16-20 yrs,Mostly Recreational,High Risk,248,Excessive Usage
11,Male,Tablet,0.31,"Poor Sleep, Obesity Risk",Urban,11-15 yrs,Mostly Recreational,High Risk,203,Excessive Usage
13,Male,Laptop,0.38,Poor Sleep,Rural,11-15 yrs,Mostly Recreational,High Risk,214,Excessive Usage
15,Female,Tv,0.47,"Poor Sleep, Anxiety",Rural,11-15 yrs,Balanced,Moderate Risk,196,Excessive Usage
18,Male,Smartphone,0.36,Eye Strain,Urban,16-20 yrs,Mostly Recreational,High Risk,332,Excessive Usage
